CustomerKey,churn_status
65283,"Potential Loyalist"
65372,Loyalist
65507,One-Hit-Wonder
66352,One-Hit-Wonder
67066,"Potential Loyalist"
67157,"Potential Loyalist"
67217,"Potential Loyalist"
67369,One-Hit-Wonder
67455,One-Hit-Wonder
67744,One-Hit-Wonder
68082,One-Hit-Wonder
68537,One-Hit-Wonder
68882,One-Hit-Wonder
69066,One-Hit-Wonder
69557,One-Hit-Wonder
69645,One-Hit-Wonder
69707,"Potential Loyalist"
69754,One-Hit-Wonder
69812,One-Hit-Wonder
69959,Loyalist
70453,"Potential Loyalist"
70544,One-Hit-Wonder
70584,One-Hit-Wonder
70598,One-Hit-Wonder
70912,Loyalist
71218,"Potential Loyalist"
71220,One-Hit-Wonder
71282,One-Hit-Wonder
71333,"Potential Loyalist"
71343,One-Hit-Wonder
71511,Loyalist
71625,"Potential Loyalist"
72003,"Potential Loyalist"
72194,One-Hit-Wonder
72812,"Potential Loyalist"
72826,One-Hit-Wonder
73070,"Potential Loyalist"
73636,One-Hit-Wonder
73704,One-Hit-Wonder
74071,"Potential Loyalist"
74581,One-Hit-Wonder
74585,"Potential Loyalist"
74687,One-Hit-Wonder
74845,"Potential Loyalist"
74871,One-Hit-Wonder
75555,"Potential Loyalist"
75706,"Potential Loyalist"
75965,"Potential Loyalist"
75976,One-Hit-Wonder
75991,One-Hit-Wonder
76013,"Potential Loyalist"
76021,Loyalist
76149,One-Hit-Wonder
76499,One-Hit-Wonder
76560,"Potential Loyalist"
76714,"Potential Loyalist"
76891,One-Hit-Wonder
76979,One-Hit-Wonder
77150,"Potential Loyalist"
77290,One-Hit-Wonder
77534,One-Hit-Wonder
78097,"Potential Loyalist"
78428,Loyalist
78578,One-Hit-Wonder
78616,One-Hit-Wonder
79131,"Potential Loyalist"
79191,One-Hit-Wonder
79245,One-Hit-Wonder
80029,One-Hit-Wonder
80128,One-Hit-Wonder
80155,"Potential Loyalist"
80172,Loyalist
80273,One-Hit-Wonder
80598,One-Hit-Wonder
81018,"Potential Loyalist"
81720,"Potential Loyalist"
82415,Loyalist
82533,"Potential Loyalist"
82644,Loyalist
83643,One-Hit-Wonder
83651,One-Hit-Wonder
83690,One-Hit-Wonder
83705,One-Hit-Wonder
83985,"Potential Loyalist"
84085,One-Hit-Wonder
85080,One-Hit-Wonder
85124,One-Hit-Wonder
85265,Loyalist
85430,One-Hit-Wonder
85597,"Potential Loyalist"
85609,"Potential Loyalist"
85804,One-Hit-Wonder
85861,"Potential Loyalist"
85974,Loyalist
86036,One-Hit-Wonder
86126,"Potential Loyalist"
86267,One-Hit-Wonder
86465,"Potential Loyalist"
86472,One-Hit-Wonder
86475,"Potential Loyalist"
87229,One-Hit-Wonder
87690,One-Hit-Wonder
87891,One-Hit-Wonder
88047,One-Hit-Wonder
88785,"Potential Loyalist"
88791,One-Hit-Wonder
88897,"Potential Loyalist"
89416,One-Hit-Wonder
89721,"Potential Loyalist"
89946,"Potential Loyalist"
90037,One-Hit-Wonder
90079,Loyalist
90316,"Potential Loyalist"
90893,One-Hit-Wonder
91218,One-Hit-Wonder
91545,One-Hit-Wonder
91756,One-Hit-Wonder
91913,One-Hit-Wonder
91918,"Potential Loyalist"
92275,One-Hit-Wonder
92311,One-Hit-Wonder
92920,One-Hit-Wonder
93314,Loyalist
93339,One-Hit-Wonder
93389,"Potential Loyalist"
93788,One-Hit-Wonder
94554,One-Hit-Wonder
94758,"Potential Loyalist"
95043,"Potential Loyalist"
95275,One-Hit-Wonder
96331,Loyalist
96631,One-Hit-Wonder
97219,One-Hit-Wonder
97228,One-Hit-Wonder
97611,Loyalist
98002,Loyalist
98185,One-Hit-Wonder
98583,One-Hit-Wonder
99189,One-Hit-Wonder
99711,"Potential Loyalist"
99810,"Potential Loyalist"
99988,"Potential Loyalist"
100040,One-Hit-Wonder
100092,Loyalist
100361,One-Hit-Wonder
100386,One-Hit-Wonder
101064,One-Hit-Wonder
101100,One-Hit-Wonder
102466,"Potential Loyalist"
102503,One-Hit-Wonder
102817,One-Hit-Wonder
104456,Loyalist
104748,"Potential Loyalist"
105107,One-Hit-Wonder
105126,One-Hit-Wonder
105417,One-Hit-Wonder
105595,One-Hit-Wonder
105647,Loyalist
106039,One-Hit-Wonder
106880,"Potential Loyalist"
107299,One-Hit-Wonder
108022,One-Hit-Wonder
108311,Loyalist
109148,"Potential Loyalist"
109580,"Potential Loyalist"
109977,One-Hit-Wonder
111207,One-Hit-Wonder
111492,"Potential Loyalist"
111568,One-Hit-Wonder
112287,One-Hit-Wonder
112762,"Potential Loyalist"
113121,One-Hit-Wonder
113244,Loyalist
113290,One-Hit-Wonder
113294,One-Hit-Wonder
113448,"Potential Loyalist"
113481,"Potential Loyalist"
113635,One-Hit-Wonder
113833,One-Hit-Wonder
114070,"Potential Loyalist"
114201,One-Hit-Wonder
114561,"Potential Loyalist"
114916,"Potential Loyalist"
114949,Loyalist
115168,One-Hit-Wonder
115335,"Potential Loyalist"
115447,"Potential Loyalist"
115452,One-Hit-Wonder
115902,One-Hit-Wonder
116149,Loyalist
116524,Loyalist
116571,One-Hit-Wonder
116824,One-Hit-Wonder
117048,One-Hit-Wonder
117386,One-Hit-Wonder
117496,One-Hit-Wonder
117995,One-Hit-Wonder
118271,Loyalist
118451,One-Hit-Wonder
118540,One-Hit-Wonder
118829,Loyalist
118902,One-Hit-Wonder
119085,"Potential Loyalist"
119365,One-Hit-Wonder
120398,One-Hit-Wonder
120607,One-Hit-Wonder
120802,One-Hit-Wonder
120952,One-Hit-Wonder
121324,One-Hit-Wonder
121376,One-Hit-Wonder
121813,One-Hit-Wonder
121958,"Potential Loyalist"
122096,One-Hit-Wonder
122511,One-Hit-Wonder
122533,Loyalist
123266,"Potential Loyalist"
123353,"Potential Loyalist"
124444,One-Hit-Wonder
124719,"Potential Loyalist"
124722,One-Hit-Wonder
125008,One-Hit-Wonder
125033,One-Hit-Wonder
125236,"Potential Loyalist"
125254,One-Hit-Wonder
125391,One-Hit-Wonder
125649,"Potential Loyalist"
125764,One-Hit-Wonder
125784,"Potential Loyalist"
125873,One-Hit-Wonder
125950,One-Hit-Wonder
126083,"Potential Loyalist"
126320,One-Hit-Wonder
126573,"Potential Loyalist"
126633,"Potential Loyalist"
126744,One-Hit-Wonder
126838,One-Hit-Wonder
126852,"Potential Loyalist"
127015,Loyalist
127146,One-Hit-Wonder
127193,One-Hit-Wonder
127239,One-Hit-Wonder
127283,One-Hit-Wonder
127417,One-Hit-Wonder
127943,Loyalist
128179,One-Hit-Wonder
128305,Loyalist
129176,"Potential Loyalist"
129318,One-Hit-Wonder
129494,"Potential Loyalist"
129540,"Potential Loyalist"
129554,"Potential Loyalist"
129581,One-Hit-Wonder
129698,One-Hit-Wonder
130214,One-Hit-Wonder
130270,One-Hit-Wonder
130585,One-Hit-Wonder
130670,Loyalist
130750,One-Hit-Wonder
131067,One-Hit-Wonder
131758,One-Hit-Wonder
131976,"Potential Loyalist"
132377,One-Hit-Wonder
132701,One-Hit-Wonder
132774,"Potential Loyalist"
133358,"Potential Loyalist"
133458,"Potential Loyalist"
133761,"Potential Loyalist"
133787,"Potential Loyalist"
133905,One-Hit-Wonder
133928,One-Hit-Wonder
133956,One-Hit-Wonder
133986,One-Hit-Wonder
134230,One-Hit-Wonder
134281,"Potential Loyalist"
135020,One-Hit-Wonder
135374,One-Hit-Wonder
135675,One-Hit-Wonder
136055,One-Hit-Wonder
136134,"Potential Loyalist"
136284,Loyalist
137865,One-Hit-Wonder
137949,One-Hit-Wonder
138242,Loyalist
138332,Loyalist
138464,One-Hit-Wonder
138735,"Potential Loyalist"
139224,One-Hit-Wonder
139376,One-Hit-Wonder
139411,One-Hit-Wonder
139479,"Potential Loyalist"
139742,One-Hit-Wonder
139817,One-Hit-Wonder
139856,One-Hit-Wonder
139891,Loyalist
140004,One-Hit-Wonder
140239,One-Hit-Wonder
140389,One-Hit-Wonder
140829,One-Hit-Wonder
140872,One-Hit-Wonder
140911,One-Hit-Wonder
140956,One-Hit-Wonder
140972,One-Hit-Wonder
141179,One-Hit-Wonder
141238,One-Hit-Wonder
141338,"Potential Loyalist"
141696,One-Hit-Wonder
142086,One-Hit-Wonder
142282,"Potential Loyalist"
142335,One-Hit-Wonder
142837,"Potential Loyalist"
143033,"Potential Loyalist"
143206,One-Hit-Wonder
143278,One-Hit-Wonder
143585,One-Hit-Wonder
143972,"Potential Loyalist"
144080,Loyalist
144273,One-Hit-Wonder
144330,"Potential Loyalist"
145085,One-Hit-Wonder
145258,One-Hit-Wonder
145342,One-Hit-Wonder
146194,"Potential Loyalist"
146534,One-Hit-Wonder
147228,Loyalist
147312,Loyalist
147341,One-Hit-Wonder
147413,"Potential Loyalist"
148348,One-Hit-Wonder
148716,Loyalist
149123,One-Hit-Wonder
149353,One-Hit-Wonder
149478,One-Hit-Wonder
149733,"Potential Loyalist"
149955,"Potential Loyalist"
150762,One-Hit-Wonder
150770,One-Hit-Wonder
151044,One-Hit-Wonder
151076,One-Hit-Wonder
151318,"Potential Loyalist"
151326,One-Hit-Wonder
151401,One-Hit-Wonder
151499,"Potential Loyalist"
151589,One-Hit-Wonder
151628,Loyalist
151851,One-Hit-Wonder
151986,One-Hit-Wonder
152009,One-Hit-Wonder
152270,One-Hit-Wonder
152342,One-Hit-Wonder
152438,Loyalist
152445,One-Hit-Wonder
152908,One-Hit-Wonder
154042,"Potential Loyalist"
154163,One-Hit-Wonder
154611,One-Hit-Wonder
154891,"Potential Loyalist"
154973,One-Hit-Wonder
155350,"Potential Loyalist"
155388,One-Hit-Wonder
155611,One-Hit-Wonder
155656,One-Hit-Wonder
155797,One-Hit-Wonder
156006,One-Hit-Wonder
156070,One-Hit-Wonder
156286,"Potential Loyalist"
156399,One-Hit-Wonder
156795,Loyalist
156814,One-Hit-Wonder
156902,One-Hit-Wonder
157171,One-Hit-Wonder
157872,"Potential Loyalist"
158179,One-Hit-Wonder
158191,One-Hit-Wonder
158349,One-Hit-Wonder
158951,"Potential Loyalist"
159123,"Potential Loyalist"
159137,One-Hit-Wonder
159242,One-Hit-Wonder
159255,One-Hit-Wonder
159270,One-Hit-Wonder
159547,"Potential Loyalist"
159816,One-Hit-Wonder
160124,One-Hit-Wonder
160533,One-Hit-Wonder
160624,"Potential Loyalist"
160804,"Potential Loyalist"
161038,One-Hit-Wonder
161095,Loyalist
161286,Loyalist
161493,One-Hit-Wonder
161613,One-Hit-Wonder
161742,"Potential Loyalist"
161879,"Potential Loyalist"
161962,One-Hit-Wonder
162091,One-Hit-Wonder
162181,One-Hit-Wonder
162300,"Potential Loyalist"
162355,One-Hit-Wonder
162784,"Potential Loyalist"
162905,One-Hit-Wonder
163186,One-Hit-Wonder
163416,One-Hit-Wonder
163706,"Potential Loyalist"
163849,One-Hit-Wonder
163999,One-Hit-Wonder
164129,One-Hit-Wonder
164579,One-Hit-Wonder
165032,Loyalist
165336,One-Hit-Wonder
165581,"Potential Loyalist"
165611,One-Hit-Wonder
165649,One-Hit-Wonder
165801,One-Hit-Wonder
166366,One-Hit-Wonder
166456,"Potential Loyalist"
166599,"Potential Loyalist"
166813,Loyalist
166838,One-Hit-Wonder
167115,One-Hit-Wonder
167153,One-Hit-Wonder
167214,"Potential Loyalist"
167257,One-Hit-Wonder
167382,One-Hit-Wonder
167441,One-Hit-Wonder
167444,One-Hit-Wonder
167874,One-Hit-Wonder
167962,One-Hit-Wonder
168089,"Potential Loyalist"
168899,"Potential Loyalist"
169067,One-Hit-Wonder
169470,"Potential Loyalist"
169633,One-Hit-Wonder
170077,"Potential Loyalist"
170467,One-Hit-Wonder
171030,One-Hit-Wonder
171237,One-Hit-Wonder
171253,"Potential Loyalist"
172387,One-Hit-Wonder
173245,One-Hit-Wonder
174176,Loyalist
174622,"Potential Loyalist"
174819,One-Hit-Wonder
175184,One-Hit-Wonder
175282,"Potential Loyalist"
175310,One-Hit-Wonder
175556,One-Hit-Wonder
175741,One-Hit-Wonder
176310,One-Hit-Wonder
176531,One-Hit-Wonder
176800,One-Hit-Wonder
176813,One-Hit-Wonder
177231,One-Hit-Wonder
177687,One-Hit-Wonder
177969,One-Hit-Wonder
178133,"Potential Loyalist"
178265,One-Hit-Wonder
178302,"Potential Loyalist"
178612,One-Hit-Wonder
178780,"Potential Loyalist"
179144,"Potential Loyalist"
179278,One-Hit-Wonder
179287,One-Hit-Wonder
179431,"Potential Loyalist"
180348,One-Hit-Wonder
180599,One-Hit-Wonder
180605,Loyalist
180678,Loyalist
180820,One-Hit-Wonder
181317,One-Hit-Wonder
181488,"Potential Loyalist"
181622,One-Hit-Wonder
181881,"Potential Loyalist"
181892,One-Hit-Wonder
182177,One-Hit-Wonder
182186,"Potential Loyalist"
182208,One-Hit-Wonder
183169,Loyalist
183264,Loyalist
183354,One-Hit-Wonder
183954,One-Hit-Wonder
184327,One-Hit-Wonder
185061,One-Hit-Wonder
185180,Loyalist
185409,One-Hit-Wonder
186136,"Potential Loyalist"
186193,One-Hit-Wonder
186266,One-Hit-Wonder
186798,One-Hit-Wonder
186894,Loyalist
186985,One-Hit-Wonder
187301,One-Hit-Wonder
187349,One-Hit-Wonder
187544,One-Hit-Wonder
187653,"Potential Loyalist"
187750,"Potential Loyalist"
188311,One-Hit-Wonder
188404,"Potential Loyalist"
188670,"Potential Loyalist"
188712,One-Hit-Wonder
189113,One-Hit-Wonder
189414,One-Hit-Wonder
189459,One-Hit-Wonder
190347,One-Hit-Wonder
190882,"Potential Loyalist"
190919,"Potential Loyalist"
190944,Loyalist
191211,"Potential Loyalist"
191711,One-Hit-Wonder
192139,One-Hit-Wonder
192200,"Potential Loyalist"
192425,Loyalist
192428,One-Hit-Wonder
192436,One-Hit-Wonder
192466,One-Hit-Wonder
193216,One-Hit-Wonder
193445,One-Hit-Wonder
193458,One-Hit-Wonder
193847,One-Hit-Wonder
193929,"Potential Loyalist"
194226,"Potential Loyalist"
194279,One-Hit-Wonder
194359,"Potential Loyalist"
194510,One-Hit-Wonder
195521,One-Hit-Wonder
195613,One-Hit-Wonder
196161,One-Hit-Wonder
196288,One-Hit-Wonder
196331,One-Hit-Wonder
196921,"Potential Loyalist"
197088,One-Hit-Wonder
197192,"Potential Loyalist"
197212,"Potential Loyalist"
197655,One-Hit-Wonder
198128,One-Hit-Wonder
198616,One-Hit-Wonder
198627,One-Hit-Wonder
198716,One-Hit-Wonder
199120,"Potential Loyalist"
199288,One-Hit-Wonder
200208,Loyalist
200370,One-Hit-Wonder
200727,Loyalist
200765,One-Hit-Wonder
200860,One-Hit-Wonder
200903,One-Hit-Wonder
200992,One-Hit-Wonder
201299,Loyalist
201664,Loyalist
201709,One-Hit-Wonder
201728,One-Hit-Wonder
201865,"Potential Loyalist"
202220,"Potential Loyalist"
202290,Loyalist
202552,One-Hit-Wonder
202626,One-Hit-Wonder
203076,One-Hit-Wonder
203191,Loyalist
203836,"Potential Loyalist"
203916,One-Hit-Wonder
204030,One-Hit-Wonder
204136,Loyalist
204149,"Potential Loyalist"
204488,One-Hit-Wonder
204502,"Potential Loyalist"
205077,Loyalist
205194,One-Hit-Wonder
205333,"Potential Loyalist"
205476,Loyalist
205480,One-Hit-Wonder
205510,One-Hit-Wonder
205762,"Potential Loyalist"
205862,"Potential Loyalist"
205955,One-Hit-Wonder
206055,One-Hit-Wonder
206133,One-Hit-Wonder
206185,"Potential Loyalist"
206407,One-Hit-Wonder
206450,One-Hit-Wonder
206717,One-Hit-Wonder
207200,"Potential Loyalist"
207476,One-Hit-Wonder
207552,One-Hit-Wonder
207775,One-Hit-Wonder
207855,"Potential Loyalist"
207996,One-Hit-Wonder
208037,Loyalist
208195,One-Hit-Wonder
208556,"Potential Loyalist"
208682,One-Hit-Wonder
208720,"Potential Loyalist"
208825,"Potential Loyalist"
208987,One-Hit-Wonder
209171,"Potential Loyalist"
209360,One-Hit-Wonder
209529,"Potential Loyalist"
209628,One-Hit-Wonder
209685,One-Hit-Wonder
209872,"Potential Loyalist"
209922,Loyalist
209990,Loyalist
210267,Loyalist
210310,"Potential Loyalist"
210320,One-Hit-Wonder
210538,One-Hit-Wonder
210689,One-Hit-Wonder
210936,One-Hit-Wonder
211057,"Potential Loyalist"
211067,"Potential Loyalist"
211214,"Potential Loyalist"
211486,Loyalist
211740,Loyalist
211746,Loyalist
211809,Loyalist
211855,One-Hit-Wonder
211862,One-Hit-Wonder
211938,One-Hit-Wonder
212119,One-Hit-Wonder
212167,"Potential Loyalist"
212281,Loyalist
212385,"Potential Loyalist"
212807,"Potential Loyalist"
212881,Loyalist
213157,One-Hit-Wonder
213183,One-Hit-Wonder
213262,One-Hit-Wonder
213636,One-Hit-Wonder
213806,"Potential Loyalist"
213985,Loyalist
214969,One-Hit-Wonder
215067,"Potential Loyalist"
215139,Loyalist
215236,One-Hit-Wonder
215351,One-Hit-Wonder
215523,One-Hit-Wonder
215600,"Potential Loyalist"
215852,One-Hit-Wonder
215878,"Potential Loyalist"
215895,Loyalist
215948,"Potential Loyalist"
215955,One-Hit-Wonder
216267,Loyalist
216372,Loyalist
216550,Loyalist
216812,One-Hit-Wonder
217000,One-Hit-Wonder
217020,"Potential Loyalist"
217102,Loyalist
217405,"Potential Loyalist"
217424,One-Hit-Wonder
217762,"Potential Loyalist"
217859,One-Hit-Wonder
217910,Loyalist
218278,One-Hit-Wonder
218298,Loyalist
218530,"Potential Loyalist"
218565,One-Hit-Wonder
218961,Loyalist
219073,"Potential Loyalist"
219098,One-Hit-Wonder
219411,One-Hit-Wonder
219561,One-Hit-Wonder
219940,One-Hit-Wonder
219959,Loyalist
220034,One-Hit-Wonder
220324,One-Hit-Wonder
220411,One-Hit-Wonder
220463,"Potential Loyalist"
220519,"Potential Loyalist"
220543,"Potential Loyalist"
220612,One-Hit-Wonder
220723,Loyalist
220755,"Potential Loyalist"
220756,One-Hit-Wonder
220775,One-Hit-Wonder
220902,"Potential Loyalist"
221062,"Potential Loyalist"
221326,One-Hit-Wonder
221410,"Potential Loyalist"
221602,One-Hit-Wonder
221851,One-Hit-Wonder
221924,One-Hit-Wonder
222287,"Potential Loyalist"
222512,One-Hit-Wonder
222617,"Potential Loyalist"
222847,"Potential Loyalist"
222999,One-Hit-Wonder
223081,One-Hit-Wonder
223142,One-Hit-Wonder
223555,One-Hit-Wonder
223761,Loyalist
223904,One-Hit-Wonder
224035,Loyalist
224111,Loyalist
224376,Loyalist
224416,One-Hit-Wonder
224418,One-Hit-Wonder
224434,"Potential Loyalist"
224588,One-Hit-Wonder
225285,One-Hit-Wonder
225768,"Potential Loyalist"
226013,"Potential Loyalist"
226220,Loyalist
226576,"Potential Loyalist"
226740,"Potential Loyalist"
226833,Loyalist
227116,One-Hit-Wonder
227281,Loyalist
227338,"Potential Loyalist"
227416,One-Hit-Wonder
227564,One-Hit-Wonder
227565,"Potential Loyalist"
227646,Loyalist
227654,One-Hit-Wonder
227656,"Potential Loyalist"
227898,Loyalist
227946,One-Hit-Wonder
228402,Loyalist
228413,One-Hit-Wonder
228792,Loyalist
228850,One-Hit-Wonder
229084,One-Hit-Wonder
229104,One-Hit-Wonder
229251,"Potential Loyalist"
229286,One-Hit-Wonder
229582,"Potential Loyalist"
229838,Loyalist
229939,One-Hit-Wonder
229949,"Potential Loyalist"
230391,"Potential Loyalist"
230405,"Potential Loyalist"
230521,"Potential Loyalist"
230598,One-Hit-Wonder
231898,One-Hit-Wonder
231984,Loyalist
231997,One-Hit-Wonder
232195,One-Hit-Wonder
232586,Loyalist
232588,One-Hit-Wonder
232740,One-Hit-Wonder
232998,"Potential Loyalist"
233477,One-Hit-Wonder
233565,One-Hit-Wonder
233567,One-Hit-Wonder
233698,One-Hit-Wonder
233855,One-Hit-Wonder
233904,Loyalist
234326,Loyalist
234648,"Potential Loyalist"
234726,Loyalist
235050,One-Hit-Wonder
235116,One-Hit-Wonder
235133,Loyalist
235534,"Potential Loyalist"
235730,One-Hit-Wonder
235891,One-Hit-Wonder
236161,"Potential Loyalist"
236612,Loyalist
236812,One-Hit-Wonder
236863,One-Hit-Wonder
237541,"Potential Loyalist"
237557,"Potential Loyalist"
237725,Loyalist
238065,"Potential Loyalist"
238069,One-Hit-Wonder
238385,One-Hit-Wonder
238625,One-Hit-Wonder
238678,One-Hit-Wonder
239066,Loyalist
239126,Loyalist
239134,Loyalist
239187,One-Hit-Wonder
239297,One-Hit-Wonder
239424,One-Hit-Wonder
239502,One-Hit-Wonder
239571,Loyalist
239647,Loyalist
239991,"Potential Loyalist"
240017,One-Hit-Wonder
240085,"Potential Loyalist"
240328,"Potential Loyalist"
240341,"Potential Loyalist"
240347,"Potential Loyalist"
240370,One-Hit-Wonder
240527,One-Hit-Wonder
240595,"Potential Loyalist"
240609,One-Hit-Wonder
240858,One-Hit-Wonder
241006,Loyalist
241230,Loyalist
241365,"Potential Loyalist"
241436,"Potential Loyalist"
241450,One-Hit-Wonder
241513,Loyalist
241610,One-Hit-Wonder
241760,"Potential Loyalist"
241885,"Potential Loyalist"
242098,Loyalist
242542,Loyalist
242571,"Potential Loyalist"
242781,One-Hit-Wonder
242897,"Potential Loyalist"
242901,Loyalist
242920,One-Hit-Wonder
243036,"Potential Loyalist"
243209,"Potential Loyalist"
243332,One-Hit-Wonder
243341,One-Hit-Wonder
243543,"Potential Loyalist"
243747,One-Hit-Wonder
